property_type,seller_name,price(rs),area_insqft,location
2 BHK Apartment,SKR Housing and Properties,5898018,982,Pallavaram
3 BHK Apartment,SKR Housing and Properties,7600733,1267,Pallavaram
3 BHK Villa,Elite Estate Rajkumar,6133564,1412,NGO Nagar
3 BHK Villa,Elite Estate Rajkumar,6214577,1415,Minjur
3 BHK Villa,Elite Estate Rajkumar,6125433,1546,Retteri Lake
3 BHK Villa,Elite Estate Rajkumar,6122457,1415,Padianallur
2 BHK Villa,Thiyagu,4300000,1000,RedHills
2 BHK Villa,Thiyagu,4999500,1100,RedHills
2 BHK Villa,Thiyagu,4198500,900,RedHills
3 BHK Villa,Thiyagu,5499300,1150,RedHills
2 BHK Villa,Thiyagu,4600050,1050,RedHills
3 BHK Villa,Thiyagu,6600100,1300,RedHills
3 BHK Villa,Thiyagu,6000050,1225,RedHills
3 BHK Villa,Thiyagu,6299775,1275,RedHills
4 BHK Villa,Thiyagu,7500000,1500,West Tambaram
2 BHK Villa,Thiyagu,5390100,900,West Tambaram
3 BHK Villa,Thiyagu,7000600,1450,West Tambaram
4 BHK Villa,Thiyagu,8401000,1550,West Tambaram
2 BHK Villa,Thiyagu,5999550,1150,West Tambaram
3 BHK Villa,Thiyagu,6300000,1200,West Tambaram
2 BHK Villa,Thiyagu,5700200,1100,West Tambaram
2 BHK Villa,Thiyagu,4000000,1000,Sriperumbudur
3 BHK Villa,Thiyagu,6700400,1400,West Tambaram
3 BHK Villa,Thiyagu,5100000,1275,Sriperumbudur
2 BHK Villa,Thiyagu,3600000,900,Sriperumbudur
2 BHK Villa,Thiyagu,4600000,1150,Sriperumbudur
2 BHK Villa,Thiyagu,4900000,1225,Sriperumbudur
4 BHK Villa,Thiyagu,5900000,1475,Sriperumbudur
3 BHK Villa,Thiyagu,5600000,1400,Sriperumbudur
3 BHK Villa,Thiyagu,5200000,1300,Sriperumbudur
2 BHK Apartment,Krish Realty,11500000,1034,Iyappanthangal
3 BHK Apartment,Choice Realty,9500000,1081,Sholinganallur
3 BHK Apartment,24K Realtors,16800000,1653,Kovilambakkam
2 BHK Apartment,24K Realtors,8860000,994,Kovilambakkam
2 BHK Apartment,24K Realtors,8591000,934,Kovilambakkam
2 BHK Apartment,24K Realtors,5600000,1145,Navallur
3 BHK Apartment,24K Realtors,11100000,1169,Pallikaranai
2 BHK Apartment,24K Realtors,8600000,914,Pallikaranai
2 BHK Apartment,24K Realtors,10876000,1000,Keelkattalai
3 BHK Apartment,24K Realtors,20949747,1860,Keelkattalai
3 BHK Apartment,24K Realtors,16638000,1547,Keelkattalai
3 BHK Apartment,24K Realtors,16036000,1410,Keelkattalai
2 BHK Apartment,24K Realtors,11081000,1020,Keelkattalai
3 BHK Apartment,24K Realtors,12274000,1125,Keelkattalai
3 BHK Independent House,STAAR HOMES,6600000,1087,Pudupakkam
2 BHK Apartment,South chennai consultant,7432400,1148,Medavakkam
3 BHK Apartment,Dhamoder realty,19500000,1245,Anna Nagar
3 BHK Apartment,24K Realtors,11127485,1650,Perumbakkam
3 BHK Apartment,24K Realtors,10396208,1535,Perumbakkam
3 BHK Apartment,24K Realtors,8965448,1310,Perumbakkam
3 BHK Apartment,24K Realtors,10396208,1535,Perumbakkam
3 BHK Apartment,24K Realtors,8965448,1310,Perumbakkam
3 BHK Apartment,24K Realtors,7502894,1080,Perumbakkam
2 BHK Apartment,24K Realtors,6421000,910,Perumbakkam
2 BHK Apartment,24K Realtors,6262000,885,Perumbakkam
2 BHK Apartment,SS PROPERTIES,4263000,735,Pallavaram
2 BHK Apartment,SS PROPERTIES,6090000,1050,Pallavaram
2 BHK Apartment,SS PROPERTIES,5115600,882,Pallavaram
2 BHK Villa,Thiyagu,3500000,1000,Guduvancheri
3 BHK Villa,Thiyagu,6398550,1475,Guduvancheri
3 BHK Villa,Thiyagu,5199450,1275,Guduvancheri
2 BHK Villa,Thiyagu,4399900,1150,Guduvancheri
2 BHK Villa,Thiyagu,4799550,1225,Guduvancheri
2 BHK Villa,Thiyagu,3899500,1100,Guduvancheri
3 BHK Villa,Thiyagu,5999000,1400,Guduvancheri
3 BHK Villa,Thiyagu,5599100,1300,Guduvancheri
1 BHK Apartment,Elite Reality,1944967,271,Guduvancheri
2 BHK Apartment,Casagrand Sellassure,6500002,756,Thoraipakkam
4 BHK Apartment,Max Properties,35900000,3000,Korattur
3 BHK Independent House,Nelson Builders,13000000,1800,Chromepet
3 BHK Independent House,Nelson Builders,15500000,2400,Saligramam
3 BHK Apartment,Individual Agent,7312500,1125,Pammal
3 BHK Apartment,Individual Agent,6662500,1025,Pammal
3 BHK Apartment,Individual Agent,11003872,1376,Perungudi
3 BHK Apartment,Individual Agent,12099461,1513,Perungudi
2 BHK Apartment,Individual Agent,9820316,1228,Perungudi
2 BHK Apartment,Individual Agent,10012244,1252,Perungudi
3 BHK Apartment,Individual Agent,13578906,1698,Perungudi
2 BHK Apartment,Individual Agent,7493189,937,Perungudi
2 BHK Apartment,Individual Agent,10556040,1320,Perungudi
2 BHK Apartment,Individual Agent,7933024,992,Perungudi
2 BHK Apartment,Individual Agent,8196925,1025,Perungudi
3 BHK Apartment,Individual Agent,11435710,1430,Perungudi
3 BHK Apartment,Individual Agent,13674870,1710,Perungudi
2 BHK Apartment,Individual Agent,10452079,1307,Perungudi
3 BHK Apartment,Individual Agent,11779581,1473,Perungudi
3 BHK Apartment,Individual Agent,13962762,1746,Perungudi
3 BHK Apartment,Individual Agent,11091839,1387,Perungudi
3 BHK Apartment,Individual Agent,11667623,1459,Perungudi
3 BHK Apartment,Individual Agent,12259401,1533,Perungudi
2 BHK Apartment,Individual Agent,8516805,1065,Perungudi
2 BHK Apartment,Individual Agent,14416776,1002,Medavakkam
4 BHK Apartment,Individual Agent,30790320,2140,Medavakkam
2 BHK Apartment,Individual Agent,16862736,1172,Medavakkam
2 BHK Apartment,Individual Agent,11999592,834,Medavakkam
3 BHK Apartment,Individual Agent,18905832,1314,Medavakkam
3 BHK Apartment,Individual Agent,25625028,1781,Medavakkam
3 BHK Apartment,Individual Agent,19567680,1360,Medavakkam
3 BHK Apartment,Individual Agent,21179136,1472,Medavakkam
2 BHK Apartment,Individual Agent,15265668,1061,Medavakkam
2 BHK Apartment,Individual Agent,15251280,1060,Medavakkam
3 BHK Apartment,Individual Agent,20502900,1425,Medavakkam
3 BHK Apartment,Individual Agent,25783296,1792,Medavakkam
3 BHK Apartment,Individual Agent,25884012,1799,Medavakkam
3 BHK Apartment,Individual Agent,21092808,1466,Medavakkam
2 BHK Villa,Individual Agent,6000000,1353,Poonamallee
2 BHK Villa,Individual Agent,6420000,970,Poonamallee
2 BHK Villa,Individual Agent,7000000,1070,Poonamallee
3 BHK Apartment,Individual Agent,11940558,1309,Valasaravakkam
3 BHK Apartment,Individual Agent,11406968,1248,Valasaravakkam
2 BHK Apartment,Dhamoder realty,8000000,952,Periyar Nagar
4 BHK Villa,24K Realtors,18700000,2186,Padur
5 BHK Villa,24K Realtors,25334600,3812,Padur
3 BHK Apartment,24K Realtors,13800000,1903,Pallikaranai
2 BHK Apartment,24K Realtors,10600000,1379,Pallikaranai
3 BHK Villa,24K Realtors,23484800,1640,Panayur
3 BHK Apartment,Samuel,17000000,1200,Saidapet
2 BHK Apartment,Professional Realtors,6900000,815,Kotivakkam
2 BHK Independent House,Professional Realtors,3800000,750,Kalvoy
2 BHK Villa,Professional Realtors,5700000,720,Urapakkam
2 BHK Villa,Professional Realtors,5800000,850,Kanchipuram
2 BHK Villa,Professional Realtors,3800000,750,Kalvoy
2 BHK Villa,Professional Realtors,4100000,800,Kalvoy
3 BHK Independent House,South chennai consultant,13500000,1854,Medavakkam
3 BHK Independent House,South chennai consultant,11000000,1660,Medavakkam
4 BHK Apartment,Gauri Ganesh Real Estate,31500000,2100,Korattur
3 BHK Apartment,24K Realtors,5650000,1086,Siruseri
1 RK Studio Apartment,24K Realtors,2500000,361,Padur
2 BHK Apartment,24K Realtors,12230000,1223,Thoraipakkam OMR
1 RK Studio Apartment,24K Realtors,1887500,361,Siruseri
1 BHK Apartment,24K Realtors,2800000,534,Siruseri
2 BHK Apartment,24K Realtors,7481000,1200,Thalambur
2 BHK Independent House,Suganya,1800000,500,Minjur
2 BHK Apartment,SRajathi Shanmugam,5200000,800,Irumbuli
2 BHK Apartment,SRajathi Shanmugam,4550000,700,Irumbuli
3 BHK Independent House,South chennai consultant,11000000,1600,Medavakkam
3 BHK Independent House,South chennai consultant,3464175,1500,Kandigai
3 BHK Villa,South chennai consultant,8300000,1800,Perumanttunallur
2 BHK Independent House,kishore,23500000,2400,Selaiyur
3 BHK Villa,Thiyagu,6005613,1400,Sriperumbudur
3 BHK Villa,Thiyagu,5256767,1350,Ramanujar Nagar
2 BHK Villa,Thiyagu,5272829,1100,West Tambaram
3 BHK Villa,Thiyagu,7548464,1450,Vadaperumbakkam
3 BHK Villa,STAAR HOMES,6500000,1080,Kamaraj Nagar
3 BHK Apartment,ARB HOMES,11565000,1542,Mugalivakkam
2 BHK Apartment,ARB HOMES,8407500,1121,Mugalivakkam
2 BHK Apartment,ARB HOMES,8887500,1185,Mugalivakkam
3 BHK Apartment,ARB HOMES,11002500,1467,Mugalivakkam
3 BHK Apartment,Propvista,8300000,1257,East Tambaram
2 BHK Apartment,Propvista,7100000,1097,East Tambaram
3 BHK Apartment,AVR HOMES,8368650,1350,Ayanambakkam
3 BHK Apartment,AVR HOMES,8058700,1300,Ayanambakkam
3 BHK Apartment,Green Castle Realtors,7363188,1437,Guduvancheri
3 BHK Apartment,Green Castle Realtors,8403360,1640,Guduvancheri
3 BHK Apartment,Green Castle Realtors,8762040,1710,Guduvancheri
3 BHK Apartment,Green Castle Realtors,6046320,1180,Guduvancheri
2 BHK Apartment,Green Castle Realtors,5149620,1005,Guduvancheri
1 BHK Apartment,Green Castle Realtors,3427956,669,Guduvancheri
2 BHK Apartment,Green Castle Realtors,6046320,1180,Guduvancheri
3 BHK Apartment,Green Castle Realtors,8321376,1624,Guduvancheri
3 BHK Apartment,Green Castle Realtors,5303340,1035,Guduvancheri
3 BHK Apartment,Green Castle Realtors,7660380,1495,Guduvancheri
3 BHK Apartment,Green Castle Realtors,14998923,1101,Mogappair
2 BHK Apartment,Green Castle Realtors,8251821,1179,Madhavaram
3 BHK Apartment,Green Castle Realtors,11912298,1702,Madhavaram
3 BHK Apartment,Green Castle Realtors,9623625,1375,Madhavaram
2 BHK Apartment,Green Castle Realtors,8279817,1183,Madhavaram
2 BHK Apartment,Green Castle Realtors,8258820,1180,Madhavaram
2 BHK Apartment,Green Castle Realtors,7628910,1090,Madhavaram
2 BHK Apartment,Green Castle Realtors,8188830,1170,Madhavaram
2 BHK Apartment,Green Castle Realtors,7733895,1105,Madhavaram
2 BHK Apartment,Green Castle Realtors,7684902,1098,Madhavaram
2 BHK Apartment,Green Castle Realtors,6733038,962,Madhavaram
2 BHK Apartment,Green Castle Realtors,8020854,1146,Madhavaram
3 BHK Apartment,Green Castle Realtors,12164262,1738,Madhavaram
2 BHK Apartment,Green Castle Realtors,9007713,1287,Madhavaram
2 BHK Apartment,Green Castle Realtors,7621911,1089,Madhavaram
2 BHK Apartment,Green Castle Realtors,8027853,1147,Madhavaram
3 BHK Apartment,Green Castle Realtors,9756606,1394,Madhavaram
2 BHK Apartment,Green Castle Realtors,7880874,1126,Madhavaram
3 BHK Apartment,Green Castle Realtors,9742608,1392,Madhavaram
2 BHK Apartment,Green Castle Realtors,9322668,1332,Madhavaram
3 BHK Apartment,Green Castle Realtors,11646336,1664,Madhavaram
2 BHK Apartment,Green Castle Realtors,8384802,1198,Madhavaram
3 BHK Apartment,Green Castle Realtors,10552500,1407,Velachery
3 BHK Apartment,Green Castle Realtors,10837500,1445,Velachery
3 BHK Apartment,Green Castle Realtors,10597500,1413,Velachery
3 BHK Apartment,Green Castle Realtors,11932500,1591,Velachery
3 BHK Apartment,Green Castle Realtors,11962500,1595,Velachery
3 BHK Apartment,Green Castle Realtors,11947500,1593,Velachery
3 BHK Apartment,Green Castle Realtors,12007500,1601,Velachery
3 BHK Apartment,Green Castle Realtors,7686000,1500,Guduvancheri
3 BHK Apartment,Green Castle Realtors,5995080,1170,Guduvancheri
2 BHK Apartment,Green Castle Realtors,4929288,962,Guduvancheri
3 BHK Apartment,Green Castle Realtors,8557080,1670,Guduvancheri
1 BHK Apartment,Green Castle Realtors,3863496,754,Guduvancheri
3 BHK Apartment,Green Castle Realtors,6097560,1190,Guduvancheri
1 BHK Apartment,Green Castle Realtors,2997540,585,Guduvancheri
3 BHK Apartment,Green Castle Realtors,17000280,1272,Mogappair
2 BHK Apartment,Green Castle Realtors,9706926,678,Mogappair
2 BHK Apartment,Green Castle Realtors,11799696,839,Mogappair
3 BHK Apartment,Green Castle Realtors,10807500,1441,Velachery
4 BHK Apartment,Green Castle Realtors,63013924,2665,Anna Nagar
3 BHK Apartment,Green Castle Realtors,43554088,1842,Anna Nagar
3 BHK Apartment,Green Castle Realtors,27901100,1180,Anna Nagar
3 BHK Apartment,Green Castle Realtors,51451520,2176,Anna Nagar
4 BHK Apartment,Green Castle Realtors,38825088,1642,Anna Nagar
3 BHK Apartment,Green Castle Realtors,29130640,1232,Anna Nagar
4 BHK Apartment,Green Castle Realtors,40267436,1703,Anna Nagar
3 BHK Apartment,Green Castle Realtors,50694880,2144,Anna Nagar
3 BHK Apartment,Green Castle Realtors,9756606,1394,Madhavaram
2 BHK Apartment,Green Castle Realtors,7880874,1126,Madhavaram
3 BHK Apartment,Green Castle Realtors,9742608,1392,Madhavaram
2 BHK Apartment,Green Castle Realtors,9322668,1332,Madhavaram
3 BHK Apartment,Green Castle Realtors,11646336,1664,Madhavaram
2 BHK Apartment,Green Castle Realtors,8384802,1198,Madhavaram
2 BHK Independent House,Green And Green Property Developer Pvt Ltd,5500000,900,Kelambakkam
3 BHK Independent House,Nelson Builders,16500000,935,Virugambakkam
3 BHK Independent House,Nelson Builders,16500000,935,Saligramam
3 BHK Apartment,PRAMEELA,28520000,1845,Anna Nagar
2 BHK Apartment,PRAMEELA,8240560,828,Perambur
2 BHK Apartment,PRAMEELA,8220600,837,Perambur
2 BHK Apartment,PRAMEELA,8459100,837,Perambur
2 BHK Apartment,PRAMEELA,8220560,826,Perambur
2 BHK Apartment,PRAMEELA,8459000,837,Perambur
2 BHK Apartment,PRAMEELA,8220960,826,Perambur
2 BHK Apartment,PRAMEELA,8459100,837,Perambur
3 BHK Apartment,PRAMEELA,25617500,1651,Annanagar West
3 BHK Apartment,PRAMEELA,25600000,1652,Annanagar West
2 BHK Apartment,ADIR ENTERPRISES,5670000,1020,Avadi
3 BHK Apartment,Propvista,19279548,1878,Mogappair
2 BHK Apartment,Propvista,10902492,1062,Mogappair
3 BHK Apartment,Propvista,17010762,1657,Mogappair
2 BHK Apartment,Propvista,13222608,1288,Mogappair
2 BHK Apartment,Gayathiri,9012500,925,Rajakilpakkam
2 BHK Apartment,Gayathiri,6526000,1004,Rajakilpakkam
3 BHK Villa,Elite Estate Rajkumar,5627456,1245,Padianallur
3 BHK Villa,Elite Estate Rajkumar,5948762,1333,Dhargaas
3 BHK Villa,Elite Estate Rajkumar,5991254,1418,Retteri  Lake
3 BHK Villa,Elite Estate Rajkumar,5784544,1245,Nallur
3 BHK Villa,Elite Estate Rajkumar,5978456,1478,Retteri Lake
3 BHK Villa,Elite Estate Rajkumar,5745786,1357,Padianallur
3 BHK Villa,Elite Estate Rajkumar,5568547,1317,Padianallur
3 BHK Villa,Elite Estate Rajkumar,5541236,1314,Padianallur
3 BHK Villa,Elite Estate Rajkumar,5645777,1297,Balaji Nagar
3 BHK Villa,Elite Estate Rajkumar,5547866,1312,Minjur
3 BHK Villa,Elite Estate Rajkumar,6245141,1547,Retteri Lake
3 BHK Villa,Elite Estate Rajkumar,6254645,1445,Puzhal
2 BHK Apartment,Krish Realty,9800000,857,Chromepet
3 BHK Apartment,Karthick,11833600,1376,Porur
3 BHK Apartment,Karthick,11171400,1299,Porur
2 BHK Apartment,Karthick,7447600,866,Porur
2 BHK Apartment,Karthick,9468600,1101,Porur
2 BHK Apartment,Krish Realty,9800000,857,Chromepet
2 BHK Apartment,24K Realtors,4785700,911,Siruseri
3 BHK Apartment,24K Realtors,5650000,1086,Siruseri
2 BHK Apartment,24K Realtors,3600000,525,Padur
3 BHK Apartment,24K Realtors,6100000,915,Padur
2 BHK Apartment,24K Realtors,4700000,1011,Thalambur
2 BHK Apartment,24K Realtors,5000000,1066,Thalambur
2 BHK Apartment,24K Realtors,5100000,1073,Thalambur
2 BHK Apartment,24K Realtors,5800000,1144,Navallur
2 BHK Apartment,kishore,8316000,945,Valasaravakkam
2 BHK Apartment,SS Realty,4463100,783,Nanmangalam
2 BHK Apartment,SS Realty,5446200,939,Nanmangalam
3 BHK Apartment,SS Realty,7041200,1214,Nanmangalam
3 BHK Apartment,SS Realty,6449600,1112,Medavakkam
2 BHK Apartment,SS Realty,5170000,940,Medavakkam
3 BHK Apartment,SS Realty,5881200,1014,Nanmangalam
3 BHK Apartment,SS Realty,6516900,1114,Medavakkam
3 BHK Apartment,SS Realty,9310000,1330,Kilkattalai
2 BHK Apartment,SS Realty,4463100,783,Nanmangalam
2 BHK Apartment,SS Realty,5446200,939,Nanmangalam
3 BHK Apartment,SS Realty,7012200,1131,Medavakkam
3 BHK Apartment,SS Realty,8400600,1436,Medavakkam
2 BHK Apartment,SS Realty,5272200,909,Medavakkam
3 BHK Apartment,SS Realty,6440000,1150,Medavakkam
2 BHK Apartment,SS Realty,5219200,932,Medavakkam
2 BHK Apartment,SS Realty,6333600,1092,Medavakkam
2 BHK Apartment,SS Realty,5220000,900,Medavakkam
2 BHK Apartment,SS Realty,4565700,801,Medavakkam
3 BHK Apartment,SS Realty,7125000,1250,Nanmangalam
2 BHK Apartment,SS Realty,5130000,900,Nanmangalam
2 BHK Apartment,SS Realty,5995000,1090,Nanmangalam
3 BHK Apartment,SS Realty,7377500,1135,Nanmangalam
2 BHK Apartment,SS Realty,5979600,906,Nanmangalam
3 BHK Apartment,SS Realty,8243400,1249,Nanmangalam
3 BHK Apartment,SS Realty,5775000,1050,Medavakkam
2 BHK Apartment,SS Realty,5029700,949,Medavakkam
3 BHK Apartment,SS Realty,7105200,1146,Medavakkam
2 BHK Apartment,SS Realty,5642000,910,Medavakkam
2 BHK Apartment,SS Realty,6601000,943,Kilkattalai
3 BHK Villa,Elite Estate Rajkumar,6151234,1401,Madanankppam
3 BHK Villa,Elite Estate Rajkumar,6122564,1415,Retteri Lake
3 BHK Villa,Elite Estate Rajkumar,6145789,1356,Cholavaram
3 BHK Villa,Elite Estate Rajkumar,6145789,1401,Retteri Lake
3 BHK Villa,Elite Estate Rajkumar,6124578,1401,Puzhal
3 BHK Villa,Elite Estate Rajkumar,6124578,1415,Puzhal
3 BHK Villa,Elite Estate Rajkumar,6021457,1389,Dhargaas
3 BHK Villa,Thiyagu,7045643,1350,Mudichur
3 BHK Apartment,South chennai consultant,9859000,1566,Kovilambakkam
3 BHK Apartment,South chennai consultant,9333000,1218,Perambur
2 BHK Apartment,South chennai consultant,5600000,900,Ambattur
3 BHK Apartment,South chennai consultant,5928000,1145,Kannathur Reddy Kuppam
3 BHK Villa,24K Realtors,7734400,1266,Chengalpattu
2 BHK Apartment,24K Realtors,5800000,1144,Navallur
3 BHK Villa,24K Realtors,19500000,2420,Chengalpattu
2 BHK Apartment,24K Realtors,6200000,1045,Perungalathur
3 BHK Villa,24K Realtors,11300000,1560,Thalambur
3 BHK Villa,24K Realtors,15800000,2151,Kelambakkam
2 BHK Apartment,24K Realtors,5800000,1144,Navallur
3 BHK Villa,24K Realtors,7734400,1266,Chengalpattu
3 BHK Villa,24K Realtors,19500000,2420,Chengalpattu
2 BHK Independent House,kishore,13900000,910,Urapakkam
2 BHK Apartment,HAPPY HOMES,7350000,1078,Ambattur
2 BHK Apartment,HAPPY HOMES,6420000,945,Ambattur
3 BHK Independent House,Green And Green Property Developer Pvt Ltd,6700000,1350,Kelambakkam
3 BHK Apartment,South chennai consultant,8775000,1350,Ponniammanmedu
2 BHK Apartment,South chennai consultant,6142000,945,Ponniammanmedu
2 BHK Apartment,South chennai consultant,5135000,790,Ponniammanmedu
2 BHK Apartment,South chennai consultant,7680000,880,Perambur
2 BHK Apartment,South chennai consultant,9337000,1075,Perambur
2 BHK Apartment,South chennai consultant,5569000,767,Ponniammanmedu
2 BHK Apartment,South chennai consultant,13500000,1021,Thiruvanmiyur
2 BHK Apartment,South chennai consultant,7655000,1050,Perambur
2 BHK Apartment,24K Realtors,7935000,1095,Sholinganallur
2 BHK Apartment,24K Realtors,6313000,994,Medavakkam
2 BHK Apartment,24K Realtors,7788060,1073,Sholinganallur
3 BHK Apartment,24K Realtors,10970000,1547,Sholinganallur
3 BHK Apartment,24K Realtors,9510000,1527,Medavakkam
3 BHK Apartment,24K Realtors,9510000,1527,Medavakkam
3 BHK Apartment,24K Realtors,7524000,1196,Medavakkam
3 BHK Apartment,24K Realtors,12600000,1445,Velachery
2 BHK Apartment,24K Realtors,7788060,1073,Sholinganallur
2 BHK Apartment,24K Realtors,6283000,989,Medavakkam
3 BHK Villa,24K Realtors,18600000,1554,Padur
3 BHK Villa,24K Realtors,14130000,1415,Padur
1 BHK Independent House,Green And Green Property Developer Pvt Ltd,3800000,600,Thiruporur
2 BHK Villa,Green And Green Property Developer Pvt Ltd,4500000,980,Kelambakkam
2 BHK Independent House,Green And Green Property Developer Pvt Ltd,5200000,1300,Kelambakkam
2 BHK Independent House,Green And Green Property Developer Pvt Ltd,5300000,850,Kelambakkam
3 BHK Apartment,South chennai consultant,7257000,1215,Madipakkam
3 BHK Apartment,South chennai consultant,6327000,1030,Nanmangalam
3 BHK Apartment,South chennai consultant,7904000,1070,Old Pallavaram
2 BHK Independent House,sekar saikumar,6500000,1300,Puzhal
3 BHK Apartment,24K Realtors,7933600,1409,Navallur
2 BHK Apartment,24K Realtors,4518900,762,Navallur
3 BHK Villa,Elite Estate Rajkumar,6027456,1358,Padianallur
3 BHK Villa,Elite Estate Rajkumar,6135467,1412,Karanodai
3 BHK Villa,Elite Estate Rajkumar,6128795,1400,Minjur
3 BHK Villa,Elite Estate Rajkumar,6114754,1471,Puzhal
3 BHK Villa,Elite Estate Rajkumar,6165457,1514,Cholavaram
3 BHK Villa,STAAR HOMES,6750000,1200,Pudupakkam
2 BHK Apartment,ARB HOMES,6308000,999,Perumbakkam
2 BHK Apartment,ARB HOMES,5536000,900,Perumbakkam
2 BHK Apartment,ARB HOMES,6117000,994,Perumbakkam
3 BHK Apartment,ARB HOMES,7963000,1294,Perumbakkam
2 BHK Apartment,ARB HOMES,5959000,965,Perumbakkam
2 BHK Apartment,ARB HOMES,5769000,930,Perumbakkam
3 BHK Apartment,ARB HOMES,7766000,1235,Perumbakkam
3 BHK Apartment,ARB HOMES,7424000,1234,Perumbakkam
2 BHK Apartment,ARB HOMES,6925000,1109,Perumbakkam
2 BHK Apartment,ARB HOMES,6420000,1019,Perumbakkam
3 BHK Apartment,ARB HOMES,7288000,1209,Perumbakkam
2 BHK Apartment,ARB HOMES,6403000,1016,Perumbakkam
3 BHK Apartment,ARB HOMES,7155000,1150,Perumbakkam
2 BHK Apartment,ARB HOMES,5649000,908,Perumbakkam
3 BHK Apartment,ARB HOMES,7435000,1200,Perumbakkam
