property_type,seller_name,price(rs),area_insqft,location
2 BHK Apartment,Newry Properties P Ltd,5477004,996,Avadi
2 BHK Apartment,Newry Properties P Ltd,5387200,1036,Thirumullaivoyal
3 BHK Apartment,Newry Properties P Ltd,6026800,1159,Thirumullaivoyal
2 BHK Apartment,Newry Properties P Ltd,4825600,928,Thirumullaivoyal
3 BHK Apartment,Newry Properties P Ltd,6042400,1162,Thirumullaivoyal
2 BHK Apartment,Newry Properties P Ltd,4810000,925,Thirumullaivoyal
2 BHK Apartment,Newry Properties P Ltd,5413200,1041,Thirumullaivoyal
2 BHK Apartment,Newry Properties P Ltd,4830800,929,Thirumullaivoyal
3 BHK Apartment,Newry Properties P Ltd,5948800,1144,Thirumullaivoyal
2 BHK Apartment,Newry Properties P Ltd,4794400,922,Thirumullaivoyal
2 BHK Apartment,Newry Properties P Ltd,5283200,1016,Thirumullaivoyal
3 BHK Apartment,Newry Properties P Ltd,5902000,1135,Thirumullaivoyal
2 BHK Apartment,Newry Properties P Ltd,7121205,1295,Avadi
2 BHK Villa,Jvp housing,6899928,938,Kovur
2 BHK Villa,Jvp housing,5899892,734,Kovur
2 BHK Apartment,MS Charan Builders Private Limited,5442722,878,Madipakkam
2 BHK Apartment,MS Charan Builders Private Limited,4884812,788,Madipakkam
2 BHK Apartment,MS Charan Builders Private Limited,5988234,966,Madipakkam
3 BHK Apartment,MS Charan Builders Private Limited,7568979,1221,Madipakkam
2 BHK Apartment,ACS Promoters,4341400,886,Pozhichalur
2 BHK Apartment,ACS Promoters,3773000,770,Pozhichalur
2 BHK Apartment,ACS Promoters,3851400,786,Pozhichalur
2 BHK Apartment,ACS Promoters,5801600,1184,Pozhichalur
2 BHK Apartment,ACS Promoters,5537000,1130,Pozhichalur
2 BHK Apartment,ACS Promoters,4630500,945,Pozhichalur
2 BHK Apartment,ACS Promoters,4287500,875,Pozhichalur
2 BHK Apartment,ACS Promoters,4802000,980,Pozhichalur
2 BHK Apartment,ACS Promoters,4543000,770,Pammal
3 BHK Apartment,ACS Promoters,7144900,1211,Pammal
2 BHK Apartment,ACS Promoters,4248000,720,Pammal
2 BHK Apartment,ACS Promoters,4631500,785,Pammal
3 BHK Apartment,ACS Promoters,6661100,1129,Pammal
2 BHK Apartment,ACS Promoters,5487000,930,Pammal
2 BHK Apartment,ACS Promoters,5286400,896,Pammal
2 BHK Apartment,Geeyam Constructions LLP,19000000,1021,Mylapore
4 BHK Villa,Kanthi Group,44275000,3850,Injambakkam
4 BHK Villa,Kanthi Group,39675000,3450,Injambakkam
3 BHK Villa,Kanthi Group,33154500,2883,Injambakkam
3 BHK Villa,Kanthi Group,32982000,2868,Injambakkam
3 BHK Apartment,Risland Sky Mansion,14643777,1723,Perungudi
2 BHK Apartment,Risland Sky Mansion,10385778,1222,Perungudi
3 BHK Apartment,Risland Sky Mansion,13870368,1632,Perungudi
4 BHK Villa,Rams Builders,56325000,3755,Injambakkam
3 BHK Apartment,Rams Builders,29137500,1575,Adyar
3 BHK Apartment,Rams Builders,24512500,1325,Adyar
3 BHK Apartment,Rams Builders,31450000,1700,Adyar
3 BHK Apartment,Rams Builders,53697500,2285,Nungambakkam
3 BHK Apartment,Rams Builders,46295000,1970,Nungambakkam
2 BHK Apartment,KG Foundation,4729905,801,Perumbakkam
2 BHK Apartment,KG Foundation,4729905,801,Perumbakkam
2 BHK Apartment,KG Foundation,4960200,840,Perumbakkam
2 BHK Apartment,KG Foundation,4960200,840,Perumbakkam
2 BHK Apartment,KG Foundation,4700380,796,Perumbakkam
2 BHK Apartment,KG Foundation,4700380,796,Perumbakkam
2 BHK Apartment,Oblong Realties pvt ltd,8424900,851,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,11959200,1208,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,8424900,851,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,11701800,1182,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,11701800,1182,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,8494200,858,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,8494200,858,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,12345300,1247,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,12345300,1247,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,8949600,904,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,8949600,904,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,10860300,1097,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,10860300,1097,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,9157500,925,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,9157500,925,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,14810400,1496,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,14810400,1496,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,8068500,815,Mogappair
2 BHK Apartment,Oblong Realties pvt ltd,8068500,815,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,11919600,1204,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,11919600,1204,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,13850100,1399,Mogappair
3 BHK Apartment,Oblong Realties pvt ltd,13850100,1399,Mogappair
2 BHK Apartment,Creative homes,5078700,891,Ambattur
2 BHK Apartment,Creative homes,4725300,829,Ambattur
2 BHK Apartment,Creative homes,4748100,833,Ambattur
4 BHK Apartment,KG Foundation,36597990,2470,Saidapet
3 BHK Apartment,KG Foundation,26798526,1809,Saidapet
3 BHK Apartment,KG Foundation,26098283,1759,Saidapet
3 BHK Apartment,MS Charan Builders Private Limited,7020000,1170,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,5778000,963,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,5184000,864,Ayanambakkam
3 BHK Apartment,MS Charan Builders Private Limited,8856000,1476,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,6102000,1017,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,5508000,918,Ayanambakkam
3 BHK Apartment,MS Charan Builders Private Limited,8046000,1341,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,5346000,891,Ayanambakkam
3 BHK Apartment,MS Charan Builders Private Limited,8856000,1476,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,6102000,1017,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,5508000,918,Ayanambakkam
3 BHK Apartment,MS Charan Builders Private Limited,8046000,1341,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,5346000,891,Ayanambakkam
3 BHK Apartment,MS Charan Builders Private Limited,8478000,1413,Ayanambakkam
2 BHK Apartment,MS Charan Builders Private Limited,5292000,882,Ayanambakkam
3 BHK Apartment,MS Charan Builders Private Limited,7614000,1269,Ayanambakkam
3 BHK Apartment,ALDA,26500383,1521,Adyar
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,12315000,1642,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,8842500,1179,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,11557500,1541,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,9075000,1210,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,10867500,1449,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,10912500,1455,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,11452500,1527,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,12727500,1697,Madhanandapuram
3 BHK Apartment,Mahalakshmi Associates Pvt Ltd,12232500,1631,Madhanandapuram
3 BHK Villa,Jehovah Builders,16200000,1800,Porur
2 BHK Apartment,Swethaa Builders,5769350,950,Perungalathur
2 BHK Apartment,Swethaa Builders,5600000,900,Perungalathur
2 BHK Apartment,Swethaa Builders,5769350,950,Perungalathur
2 BHK Apartment,Swethaa Builders,5600000,900,Perungalathur
2 BHK Apartment,Swethaa Builders,5769350,950,Perungalathur
2 BHK Apartment,Swethaa Builders,5600000,900,Perungalathur
2 BHK Apartment,Swethaa Builders,5800000,955,Perungalathur
2 BHK Apartment,Swethaa Builders,5800000,955,Perungalathur
2 BHK Apartment,Swethaa Builders,5630910,905,Perungalathur
2 BHK Apartment,Swethaa Builders,5630910,905,Perungalathur
2 BHK Apartment,Navin Housing Properties P LTD,4900000,594,Vengaivasal
2 BHK Apartment,Navin Housing Properties P LTD,4800000,591,Vengaivasal
2 BHK Apartment,Navin Housing Properties P LTD,5000000,598,Vengaivasal
2 BHK Apartment,Navin Housing Properties P LTD,5100000,601,Vengaivasal
2 BHK Apartment,Navin Housing Properties P LTD,6700000,1278,Thirumudivakkam
2 BHK Apartment,Navin Housing Properties P LTD,4400000,671,Thirumudivakkam
3 BHK Apartment,Navin Housing Properties P LTD,8600000,1576,Thirumudivakkam
3 BHK Apartment,Navin Housing Properties P LTD,8800000,1579,Thirumudivakkam
2 BHK Apartment,Navin Housing Properties P LTD,4100000,676,Thirumudivakkam
3 BHK Apartment,Navin Housing Properties P LTD,8500000,1649,Thirumudivakkam
3 BHK Apartment,Navin Housing Properties P LTD,9000000,1680,Thirumudivakkam
2 BHK Apartment,Navin Housing Properties P LTD,7000000,1293,Thirumudivakkam
3 BHK Apartment,Navin Housing Properties P LTD,9400000,1622,Thirumudivakkam
2 BHK Apartment,Navin Housing Properties P LTD,4400000,668,Thirumudivakkam
3 BHK Apartment,Navin Housing Properties P LTD,8300000,1532,Thirumudivakkam
2 BHK Apartment,Navin Housing Properties P LTD,4100000,681,Thirumudivakkam
2 BHK Apartment,Navin Housing Properties P LTD,15300000,1146,Valasaravakkam
3 BHK Apartment,Navin Housing Properties P LTD,23500000,1640,Valasaravakkam
2 BHK Apartment,Navin Housing Properties P LTD,14300000,1139,Valasaravakkam
3 BHK Apartment,Navin Housing Properties P LTD,20300000,1513,Valasaravakkam
3 BHK Apartment,Navin Housing Properties P LTD,22200000,1615,Valasaravakkam
2 BHK Apartment,Navin Housing Properties P LTD,15300000,1147,Valasaravakkam
2 BHK Apartment,Navin Housing Properties P LTD,15600000,1162,Valasaravakkam
2 BHK Apartment,Navin Housing Properties P LTD,14200000,1125,Valasaravakkam
3 BHK Apartment,Navin Housing Properties P LTD,22500000,1626,Valasaravakkam
2 BHK Apartment,AARRAA HOMES,7375750,905,Ramapuram
2 BHK Apartment,AARRAA HOMES,6968250,855,Ramapuram
1 BHK Apartment,Sree Aishwaryam,3134580,445,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3287221,469,Medavakkam
1 BHK Apartment,Sree Aishwaryam,2700375,379,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3134580,445,Medavakkam
1 BHK Apartment,Sree Aishwaryam,2700375,379,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3332000,476,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3332000,476,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3509856,504,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3509856,504,Medavakkam
2 BHK Apartment,Sree Aishwaryam,4899825,765,Medavakkam
2 BHK Apartment,Sree Aishwaryam,4899825,765,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3306360,472,Medavakkam
1 BHK Apartment,Sree Aishwaryam,3306360,472,Medavakkam
3 BHK Apartment,Naaghappa Shelters,13299000,1209,Ashok nagar
2 BHK Apartment,Naaghappa Shelters,9504000,864,Ashok nagar
3 BHK Villa,MP Developers,10434500,1671,Pallavaram
3 BHK Villa,MP Developers,10773000,1735,Pallavaram
3 BHK Villa,MP Developers,9590000,1511,Pallavaram
3 BHK Villa,MP Developers,10411000,1621,Pallavaram
3 BHK Villa,MP Developers,10470500,1684,Pallavaram
3 BHK Villa,MP Developers,10708000,1695,Pallavaram
3 BHK Villa,MP Developers,10483500,1664,Pallavaram
3 BHK Villa,MP Developers,10000584,1518,Siruseri
3 BHK Villa,MP Developers,12499488,1656,Siruseri
3 BHK Apartment,MP Developers,12517609,1391,Chromepet
2 BHK Apartment,MP Developers,10834796,1204,Chromepet
2 BHK Apartment,MP Developers,5614400,968,Pammal
2 BHK Apartment,MP Developers,4848800,836,Pammal
2 BHK Apartment,MP Developers,4848800,836,Pammal
2 BHK Apartment,MP Developers,5225800,901,Pammal
2 BHK Apartment,MP Developers,5225800,901,Pammal
2 BHK Apartment,MP Developers,5063400,873,Pammal
2 BHK Apartment,MP Developers,5063400,873,Pammal
2 BHK Apartment,MP Developers,5469400,943,Pammal
2 BHK Apartment,MP Developers,5469400,943,Pammal
2 BHK Apartment,MP Developers,4924200,849,Pammal
2 BHK Apartment,MP Developers,4924200,849,Pammal
2 BHK Apartment,MP Developers,5196800,896,Pammal
2 BHK Apartment,MP Developers,5196800,896,Pammal
2 BHK Apartment,Baashyaam Group,2262400,707,Thandalam
2 BHK Apartment,Baashyaam Group,2156800,674,Thandalam
1 BHK Apartment,Baashyaam Group,1260800,394,Thandalam
1 BHK Apartment,Baashyaam Group,1523200,476,Thandalam
2 BHK Apartment,Baashyaam Group,2121600,663,Thandalam
1 BHK Apartment,Baashyaam Group,1251200,391,Thandalam
2 BHK Apartment,Baashyaam Group,2134400,667,Thandalam
2 BHK Apartment,Baashyaam Group,2131200,666,Thandalam
1 BHK Apartment,Baashyaam Group,1606400,502,Thandalam
1 BHK Apartment,Baashyaam Group,1446400,452,Thandalam
1 BHK Apartment,Baashyaam Group,1609600,503,Thandalam
1 BHK Apartment,Baashyaam Group,1504000,470,Thandalam
2 BHK Apartment,Baashyaam Group,2108800,659,Thandalam
2 BHK Apartment,Baashyaam Group,2281600,713,Thandalam
1 BHK Apartment,Baashyaam Group,1596800,499,Thandalam
1 BHK Apartment,Baashyaam Group,1625600,508,Thandalam
3 BHK Apartment,Khurinji Homes,10271400,1292,Madipakkam
3 BHK Apartment,Khurinji Homes,9786450,1231,Madipakkam
3 BHK Apartment,Khurinji Homes,9810300,1234,Madipakkam
3 BHK Apartment,Khurinji Homes,10684800,1344,Madipakkam
3 BHK Apartment,Khurinji Homes,11193600,1408,Madipakkam
3 BHK Apartment,Khurinji Homes,10398600,1308,Madipakkam
2 BHK Apartment,MP Developers,7694600,974,Rajakilpakkam
2 BHK Apartment,MP Developers,6975700,883,Rajakilpakkam
3 BHK Apartment,MP Developers,15728427,1573,Velachery
2 BHK Apartment,MP Developers,4312000,770,Rajakilpakkam
2 BHK Apartment,MP Developers,4636800,828,Rajakilpakkam
2 BHK Apartment,MP Developers,7694600,974,Rajakilpakkam
2 BHK Apartment,MP Developers,6975700,883,Rajakilpakkam
2 BHK Apartment,Karuppaswamy Builders,9046513,887,Virugambakkam
2 BHK Apartment,Karuppaswamy Builders,9648254,946,Virugambakkam
2 BHK Apartment,Karuppaswamy Builders,11600000,725,Alwarpet
3 BHK Apartment,Karuppaswamy Builders,20272000,1267,Alwarpet
2 BHK Apartment,VIVA HOUSING,4165000,850,Pammal
2 BHK Apartment,VIVA HOUSING,3675000,750,Pammal
2 BHK Apartment,VIVA HOUSING,5243000,1070,Pammal
2 BHK Apartment,VIVA HOUSING,6181500,951,West Tambaram
1 BHK Apartment,VIVA HOUSING,3159000,486,West Tambaram
2 BHK Apartment,VIVA HOUSING,5993000,922,West Tambaram
3 BHK Apartment,VIVA HOUSING,8131500,1251,West Tambaram
2 BHK Apartment,VIVA HOUSING,6955000,1070,West Tambaram
2 BHK Apartment,VIVA HOUSING,3322800,852,Pozhichalur
2 BHK Apartment,VIVA HOUSING,3065400,786,Pozhichalur
2 BHK Apartment,VIVA HOUSING,2808000,720,Pozhichalur
2 BHK Apartment,VIVA HOUSING,3276000,840,Pozhichalur
2 BHK Apartment,VIVA HOUSING,4165000,850,Pammal
2 BHK Apartment,VIVA HOUSING,3675000,750,Pammal
2 BHK Apartment,VIVA HOUSING,5243000,1070,Pammal
3 BHK Apartment,Sree Guru Foundations Pvt Ltd,8261500,1271,Gowrivakkam
3 BHK Apartment,Sree Guru Foundations Pvt Ltd,8541000,1314,Gowrivakkam
2 BHK Apartment,Sree Guru Foundations Pvt Ltd,5460000,840,Gowrivakkam
2 BHK Apartment,Sree Guru Foundations Pvt Ltd,5778500,889,Gowrivakkam
2 BHK Apartment,Sree Guru Foundations Pvt Ltd,7000600,1207,Ayanambakkam
2 BHK Apartment,Sree Guru Foundations Pvt Ltd,5539000,955,Ayanambakkam
3 BHK Apartment,Sree Guru Foundations Pvt Ltd,9367000,1615,Ayanambakkam
3 BHK Apartment,Sree Guru Foundations Pvt Ltd,9581600,1652,Ayanambakkam
2 BHK Apartment,Sree Guru Foundations Pvt Ltd,6542400,1128,Ayanambakkam
2 BHK Apartment,GP Homes,6714321,989,Mugalivakkam
3 BHK Apartment,GP Homes,9002214,1326,Mugalivakkam
3 BHK Apartment,seller,14000000,1142,Medavakkam
2 BHK Apartment,seller,4000000,745,Puzhal
2 BHK Independent Floor,seller,6446179,821,Madipakkam
1 BHK Apartment,seller,1800000,550,Avadi
2 BHK Apartment,seller,3500000,850,Ennore
4 BHK Independent House,seller,9800000,1450,Korattur
2 BHK Apartment,seller,12350000,940,Kilpauk
2 BHK Apartment,seller,4700000,780,Ayanambakkam
1 BHK Apartment,seller,2500000,525,Mevalurkuppam
4 BHK Independent House,seller,9800000,1450,Korattur
2 BHK Apartment,Ruby Builders,5516500,1003,Madambakkam
2 BHK Apartment,Ruby Builders,4834500,879,Madambakkam
2 BHK Apartment,seller,9000000,1338,Mogappair
2 BHK Apartment,seller,9000000,1350,Maduravoyal
1 BHK Apartment,seller,4000000,630,West Mambalam
2 BHK Apartment,seller,4200000,965,Poonamallee
3 BHK Apartment,seller,13000000,1662,Kelambakkam
3 BHK Apartment,seller,6900000,1150,Nanmangalam
2 BHK Apartment,seller,5100000,964,Medavakkam
2 BHK Apartment,seller,4200000,965,Poonamallee
2 BHK Apartment,seller,4200000,965,Poonamallee
2 BHK Apartment,seller,4200000,965,Poonamallee
2 BHK Independent Floor,seller,4500000,720,Medavakkam
2 BHK Apartment,seller,6500000,1180,Guduvancheri
2 BHK Apartment,seller,6300000,800,Perambur
3 BHK Independent House,seller,13500000,1850,Kolathur
2 BHK Apartment,Emerald Haven Realty Limited,9846030,1410,Porur
3 BHK Apartment,Emerald Haven Realty Limited,8698808,1208,Porur
1 BHK Apartment,Emerald Haven Realty Limited,8193808,1192,Porur
2 BHK Apartment,Emerald Haven Realty Limited,9846030,1410,Porur
2 BHK Apartment,Emerald Haven Realty Limited,10700492,1549,Porur
3 BHK Apartment,Emerald Haven Realty Limited,15479412,1481,Medavakkam
1 BHK Apartment,Emerald Haven Realty Limited,8193808,1192,Porur
2 BHK Apartment,Emerald Haven Realty Limited,10500084,1548,Porur
3 BHK Apartment,Emerald Haven Realty Limited,11998896,1148,Medavakkam
3 BHK Apartment,Emerald Haven Realty Limited,15479412,1481,Medavakkam
2 BHK Apartment,Emerald Haven Realty Limited,10700492,1549,Porur
2 BHK Apartment,Emerald Haven Realty Limited,9014865,1317,Porur
2 BHK Apartment,Emerald Haven Realty Limited,10500084,1548,Porur
2 BHK Apartment,Emerald Haven Realty Limited,9639630,1391,Porur
3 BHK Apartment,Emerald Haven Realty Limited,11998896,1148,Medavakkam
2 BHK Apartment,Emerald Haven Realty Limited,9014865,1317,Porur
3 BHK Apartment,Emerald Haven Realty Limited,13106808,1254,Medavakkam
2 BHK Apartment,Emerald Haven Realty Limited,9639630,1391,Porur
1 BHK Apartment,Emerald Haven Realty Limited,7452653,1079,Porur
2 BHK Apartment,Emerald Haven Realty Limited,6420024,1083,Medavakkam
3 BHK Apartment,Emerald Haven Realty Limited,15899400,1650,Kovilambakkam
1 BHK Apartment,Emerald Haven Realty Limited,7452653,1079,Porur
3 BHK Apartment,Emerald Haven Realty Limited,15531672,1486,Medavakkam
3 BHK Apartment,Emerald Haven Realty Limited,15583932,1491,Medavakkam
2 BHK Apartment,Emerald Haven Realty Limited,8449000,994,Kovilambakkam
3 BHK Apartment,Emerald Haven Realty Limited,12900264,1434,Kovilambakkam
2 BHK Apartment,Emerald Haven Realty Limited,5999136,1012,Medavakkam
3 BHK Apartment,Emerald Haven Realty Limited,10900225,1565,Porur
3 BHK Apartment,Emerald Haven Realty Limited,10900225,1565,Porur
2 BHK Apartment,seller,4500000,650,Perungudi
3 BHK Apartment,seller,6500000,1412,Thaiyur
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Villa,seller,7700000,950,Anakaputhur
2 BHK Villa,seller,7700000,950,Anakaputhur
2 BHK Villa,seller,7699750,950,Anakaputhur
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Villa,seller,7700000,950,Anakaputhur
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Villa,seller,7700000,950,Anakaputhur
2 BHK Villa,seller,7700000,950,Anakaputhur
2 BHK Villa,seller,7700000,950,Anakaputhur
2 BHK Apartment,seller,4000000,650,Urapakkam
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4000000,650,Urapakkam
3 BHK Apartment,seller,33000000,1618,T Nagar
3 BHK Apartment,seller,30000000,1618,T Nagar
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4000000,650,Urapakkam
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
3 BHK Apartment,seller,33000000,1618,T Nagar
2 BHK Apartment,seller,8500000,1180,Choolai
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,8500000,1180,Choolai
2 BHK Apartment,seller,4800000,735,Pulianthope
4 BHK Independent House,seller,15000000,3150,Chengalpattu
4 BHK Independent House,seller,15000000,3150,Chengalpattu
2 BHK Apartment,seller,8500000,1180,Choolai
2 BHK Apartment,seller,4800000,735,Pulianthope
3 BHK Apartment,seller,33000000,1618,T Nagar
2 BHK Apartment,seller,8500000,1180,Choolai
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
3 BHK Apartment,seller,33000000,1618,T Nagar
2 BHK Apartment,seller,8500000,1180,Choolai
2 BHK Apartment,seller,4800000,735,Pulianthope
3 BHK Apartment,seller,33000000,1618,T Nagar
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,8500000,1180,Choolai
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,4800000,735,Pulianthope
2 BHK Apartment,seller,8500000,1180,Choolai
2 BHK Apartment,seller,4800000,735,Pulianthope
3 BHK Apartment,Opera Housing Pvt Ltd,13500000,1500,Nanganallur
